title,writer,pony,dialog
"Friendship is Magic, part 2",Lauren Faust,rarity,"Why, of course it is. How can you be so insensitive? Oh, just look at him. Such lovely luminescent scales."
"Friendship is Magic, part 2",Lauren Faust,rarity,And your expertly coiffed mane.
"Friendship is Magic, part 2",Lauren Faust,rarity,Your fabulous manicure.
"Friendship is Magic, part 2",Lauren Faust,rarity,All ruined without your beautiful mustache.
"Friendship is Magic, part 2",Lauren Faust,rarity,I simply cannot let such a crime against fabulosity go uncorrected.
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"Rarity, what are you-"
"Friendship is Magic, part 2",Lauren Faust,rarity,You look smashing.
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"Oh, Rarity, your beautiful tail..."
"Friendship is Magic, part 2",Lauren Faust,rarity,"Oh. It's fine, my dear. Short tails are in this season. Besides, it'll grow back."
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,So would the mustache.
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,[gasp] We can cross now. Let's go. Ah!
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"There it is, the ruin that holds The Elements of Harmony. We made it!"
"Friendship is Magic, part 2",Lauren Faust,applejack,"Twilight, wait for us!"
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,We're almost there. Whoa!
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,What's with you and falling off cliffs today?
"Friendship is Magic, part 2",Lauren Faust,pinkie pie,[sighs] Now what?
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,Duh.
"Friendship is Magic, part 2",Lauren Faust,pinkie pie,Oh yeah.
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,Who's there?
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,I ain't scared of you! Show yourself!
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,Who?
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,"Really?! I mean... Oh yeah, me. Hey, uh, you wouldn't mind telling the Wonderbolts that, would ya? 'cause I've been trying to get into that group for like, ever."
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,Yep.
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,Yes.
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,"Yes, [chuckle] it's all true."
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,WOOHOO! Sign me up. Just let me tie this bridge real quick and then we have a deal.
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"Rainbow, what's taking so long? Oh no. Rainbow! Don't listen to them."
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,"You... Thank you! For the offer, I mean, but I'm afraid I have to say no."
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,See? I'd never leave my friends hangin'.
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,Whoa.
"Friendship is Magic, part 2",Lauren Faust,applejack,"Come on, Twilight. Isn't this what you've been waitin' for?"
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"The Elements of Harmony, we've found them. Careful, careful!"
"Friendship is Magic, part 2",Lauren Faust,pinkie pie,"One, two, three, four... There's only five!"
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,Where's the sixth?
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"The book said: when the five are present, a spark will cause the sixth Element to be revealed."
"Friendship is Magic, part 2",Lauren Faust,applejack,What in the hay is that supposed to mean?
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"I'm not sure, but I have an idea. Stand back. I don't know what will happen."
"Friendship is Magic, part 2",Lauren Faust,applejack,"Come on now, y'all. She needs to concentrate."
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,Aah!
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,The Elements!
"Friendship is Magic, part 2",Lauren Faust,applejack,"Twilight, where are you?"
"Friendship is Magic, part 2",Lauren Faust,rarity,Look!
"Friendship is Magic, part 2",Lauren Faust,applejack,Come on!
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,[gasp] Hmph!
"Friendship is Magic, part 2",Lauren Faust,nightmare moon,"You're kidding. You're kidding, right?"
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"[groan] Just one spark. Come on, come on. Aah!"
"Friendship is Magic, part 2",Lauren Faust,nightmare moon,"No, no!"
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,[gasp] But... where's the sixth Element?!
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"[gasp] You think you can destroy The Elements of Harmony just like that? Well, you're wrong, because the spirits of The Elements of Harmony are right here."
"Friendship is Magic, part 2",Lauren Faust,nightmare moon,What?
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"Applejack, who reassured me when I was in doubt, represents the spirit of... honesty! Fluttershy, who tamed the manticore with her compassion, represents the spirit of... kindness! Pinkie Pie, who banished fear by giggling in the face of danger, represents the spirit of... laughter! Rarity, who calmed a sorrowful serpent with a meaningful gift represents the spirit of... generosity! And Rainbow Dash, who could not abandon her friends for her own heart's desire represents the spirit of... loyalty! The spirits of these five ponies got us through every challenge you threw at us."
"Friendship is Magic, part 2",Lauren Faust,nightmare moon,You still don't have the sixth Element! The spark didn't work!
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"But it did! A different kind of spark. I felt it the very moment I realized how happy I was to hear you, to see you, how much I cared about you. The spark ignited inside me when I realized that you all... are my friends! You see, Nightmare Moon, when those Elements are ignited by the... the spark, that resides in the heart of us all, it creates the sixth element: the element of... magic!"
"Friendship is Magic, part 2",Lauren Faust,nightmare moon,Nooo! Nooo!
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,"Ugh, my head."
"Friendship is Magic, part 2",Lauren Faust,applejack,Everypony okay?
"Friendship is Magic, part 2",Lauren Faust,rarity,"Oh, thank goodness."
"Friendship is Magic, part 2",Lauren Faust,fluttershy,"Why Rarity, it's so lovely."
"Friendship is Magic, part 2",Lauren Faust,rarity,I know! I'll never part with it again.
"Friendship is Magic, part 2",Lauren Faust,fluttershy,No. Your necklace. It looks just like your cutie mark.
"Friendship is Magic, part 2",Lauren Faust,rarity,What? Ooh. So does yours.
"Friendship is Magic, part 2",Lauren Faust,pinkie pie,Look at mine! Look at mine!
"Friendship is Magic, part 2",Lauren Faust,rainbow dash,Aw yeah.
"Friendship is Magic, part 2",Lauren Faust,applejack,"Gee, Twilight! I thought you were just spoutin' a lot of hooey, but I reckon we really do represent the elements of friendship."
"Friendship is Magic, part 2",Lauren Faust,princess celestia,Indeed you do.
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,[gasps] Princess Celestia.
"Friendship is Magic, part 2",Lauren Faust,princess celestia,"Twilight Sparkle, my faithful student. I knew you could do it."
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,But... you told me it was all an old pony tale.
"Friendship is Magic, part 2",Lauren Faust,princess celestia,"I told you that you needed to make some friends, nothing more. I saw the signs of Nightmare Moon's return, and I knew it was you who had the magic inside to defeat her, but you could not unleash it until you let true friendship into your heart. Now if only another will as well. Princess Luna!"
"Friendship is Magic, part 2",Lauren Faust,princess celestia,"It has been a thousand years since I have seen you like this. Time to put our differences behind us. We were meant to rule together, little sister."
"Friendship is Magic, part 2",Lauren Faust,princess celestia,Will you accept my friendship?
"Friendship is Magic, part 2",Lauren Faust,pinkie pie,Whoa!
"Friendship is Magic, part 2",Lauren Faust,princess luna,"I'm so sorry! I missed you so much, big sister!"
"Friendship is Magic, part 2",Lauren Faust,princess celestia,"I've missed you, too."
"Friendship is Magic, part 2",Lauren Faust,pinkie pie,"[blows her nose] [sobs] Hey, you know what this calls for?"
"Friendship is Magic, part 2",Lauren Faust,pinkie pie,A party!
"Friendship is Magic, part 2",Lauren Faust,princess celestia,"Why so glum, my faithful student? Are you not happy that your quest is complete and you can return to your studies in Canterlot?"
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"That's just it. Just when I learned how wonderful it is to have friends, I have to leave them."
"Friendship is Magic, part 2",Lauren Faust,princess celestia,"Spike, take a note, please. I, Princess Celestia, hereby decree that the unicorn Twilight Sparkle shall take on a new mission for Equestria. She must continue to study the magic of friendship. She must report to me her findings from her new home in Ponyville."
"Friendship is Magic, part 2",Lauren Faust,twilight sparkle,"Oh thank you, Princess Celestia! I'll study harder than ever before."
"Friendship is Magic, part 2",Lauren Faust,pinkie pie,"Isn't this exciting? Are you excited cause I'm excited I've never been so excited, well, except for the time that I went [deep gasp] but I mean really-"
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,"No problem at all, Applejack. I'm glad the goal is lunchtime. All this hard work is making me hungry."
The Ticket Master,Amy Keating Rogers & Lauren Faust,spike,"I know, right?"
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,"Ooh-wee, Spike. You've been lounging on my back all morning while we worked."
The Ticket Master,Amy Keating Rogers & Lauren Faust,spike,"Exactly. You two are taking so long, I missed snack-time."
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,"[stomach grumbles] [laughs nervously] Eh, I guess we better get some food."
The Ticket Master,Amy Keating Rogers & Lauren Faust,spike,Nope. Worm. A-ha!
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,"Oh Spike, that looks delicious."
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,Spike.
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,It's a letter from Princess Celestia.
The Ticket Master,Amy Keating Rogers & Lauren Faust,spike,"[clears throat] Hear ye, hear ye. Her Grand Royal Highness, Princess Celestia of Equestria, is pleased to announce the Grand Galloping Gala to be held in the magnificent capital city of Canterlot, on the 21st day of, eh, yadda yadda yadda, cordially extends an invitation to Twilight Sparkle plus one guest."
The Ticket Master,Amy Keating Rogers & Lauren Faust,applejack,Woo-hoo!
The Ticket Master,Amy Keating Rogers & Lauren Faust,spike,"[burp] Look, two tickets."
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,"Wow, great! I've never been to the gala. Have you, Spike?"
The Ticket Master,Amy Keating Rogers & Lauren Faust,spike,"No, and I plan to keep it that way. I don't want any of that girly frilly frou-frou nonsense."
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,"Aw, come on Spike. A dance would be nice."
The Ticket Master,Amy Keating Rogers & Lauren Faust,applejack,"Nice? It's a heap good more than just nice. I'd love to go. Land sakes, if I had an apple stand set up, ponies would be chowin' our tasty vittles 'til the cows came home. Do you have any idea how much business I could drum up for Sweet Apple Acres? Why, with all that money, we could do a heap of fixin' up 'round here. We could replace that saggy old roof, and Big McIntosh could replace that saggy old plow, and Granny Smith could replace that saggy old hip."
The Ticket Master,Amy Keating Rogers & Lauren Faust,applejack,"Why, I'd give my left hind leg to go to that gala."
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,"Oh, well in that case, would you like to--"
The Ticket Master,Amy Keating Rogers & Lauren Faust,rainbow dash,Whoa! [crash] Ugh. Are we talking about the Grand Galloping Gala?
The Ticket Master,Amy Keating Rogers & Lauren Faust,applejack,Rainbow Dash. You told me you were too busy to help me harvest apples. What were you busy doing? Spyin'?
The Ticket Master,Amy Keating Rogers & Lauren Faust,rainbow dash,"No, I was busy napping, and I just happened to hear that you have an extra ticket?"
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,"Yeah, but--"
The Ticket Master,Amy Keating Rogers & Lauren Faust,rainbow dash,"YES! This is so awesome. The Wonderbolts perform at the Grand Galloping Gala every year. I can see it now. Everyone would be watching the sky. Their eyes riveted on the Wonderbolts, but then in would fly Rainbow Dash!"
The Ticket Master,Amy Keating Rogers & Lauren Faust,rainbow dash,I would draw their attention with my Super Speed Strut.
The Ticket Master,Amy Keating Rogers & Lauren Faust,rainbow dash,"Then, I would mesmerize 'em with my Fantastic Filly Flash. And for my grand finale, the Buccaneer Blaze! The ponies would go wild!"
The Ticket Master,Amy Keating Rogers & Lauren Faust,rainbow dash,"The Wonderbolts would insist that my signature moves be incorporated into their routine, and then welcome me as their newest member."
The Ticket Master,Amy Keating Rogers & Lauren Faust,applejack,Hold on just one pony pickin' minute here. [spit] I asked for that ticket first.
The Ticket Master,Amy Keating Rogers & Lauren Faust,rainbow dash,So? That doesn't mean you own it.
The Ticket Master,Amy Keating Rogers & Lauren Faust,applejack,"Oh, yeah? Well I challenge you to a hoof-wrestle. Winner gets the ticket."
The Ticket Master,Amy Keating Rogers & Lauren Faust,twilight sparkle,"Girls, these are my tickets, I'll decide who gets it, thank you very much. Whoever has the best reason to go should get the ticket, don't you think?"
